Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
cost incur,be,eligible in accordance with the grant agreement,"['accordance', 'grant agreement']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
payment request,substantiate,by adequate supporting documents that may be checked,['adequate support document'],TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
certificate,request,the amount of the payment on the basis of a risk assessment taking into account in particular the amount of the grant,"['payment', 'basis', 'risk assessment', 'account', 'grant']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
certificate,produce,by an approved external auditor or in the case of public bodies by a competent and independent public officer,"['approve external auditor', 'case', 'public body', 'competent independent public officer']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
certificate,certify,in accordance with a methodology approved by the authorising officer responsible and on the basis of agreedupon procedures compliant with international standards that the costs declared by the beneficiary in the financial statements on which the payment request is based,"['accordance', 'methodology', 'authorise officer', 'basis', 'agreedupon procedure', 'international standard', 'cost', 'beneficiary', 'financial statement', 'payment request']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
cost,declare,that by the beneficiary in the financial statements on which the payment request is based,"['beneficiary', 'financial statement', 'payment request']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
authorise officer responsible,request,the certificate in specific and duly justified cases in the form of an opinion or other format in accordance with international standards,"['certificate', 'specific duly justify case', 'form', 'opinion', 'format', 'accordance', 'international standard']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
operational verification report,state,that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement,"['operational verification', 'accordance', 'methodology', 'authorise officer', 'action work programme', 'accordance', 'condition', 'grant agreement']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
operational verification,do,in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement,"['accordance', 'methodology', 'authorise officer', 'action work programme', 'accordance', 'condition', 'grant agreement']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
action work programme,implement,actually in accordance with the conditions set out in the grant agreement,"['accordance', 'condition', 'grant agreement']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"The authorising officer responsible shall specify the supporting documents required to accompany payment requests. For each grant, pre-financing may be split into several instalments in accordance with sound financial management. The request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption of previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- financing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that threshold is reached. The beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour that information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs incurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate supporting documents that may be checked. A certificate on the financial statements of the action or the work programme and underlying accounts may be demanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. Such a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the grant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. The certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and independent public officer. The certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the basis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the financial statements on which the payment request is based are real, accurately recorded and eligible in accordance with the grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in the form of an opinion or other format in accordance with international standards. An operational verification report, produced by an independent third party approved by the authorising officer responsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk assessment. The operational verification report shall state that the operational verification was done in accordance with a methodology approved by the authorising officer responsible and whether the action or work programme was actually implemented in accordance with the conditions set out in the grant agreement."
implementation action work programme,require,the provision of financial support to third parties where,"['provision', 'financial support', 'party']",TITLE VIII GRANTS,Article 204  Financial support to third parties ,"Where implementation of an action or a work programme requires the provision of financial support to third parties, the beneficiary may provide such financial support if the conditions for such provision are defined in the grant agreement between the beneficiary and the Commission, with no margin for discretion by the beneficiary. No margin for discretion shall be considered to exist if the grant agreement specifies the following: (a) the maximum amount of financial support that can be paid to a third party which shall not exceed EUR 60 000 and the criteria for determining the exact amount; (b) the different types of activities that may receive such financial support, on the basis of a fixed list; (c) the definition of the persons or categories of persons which may receive such financial support and the criteria for providing it. The threshold referred to in point (a) of the second paragraph may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult. L 193/130"
beneficiary,provide,such financial support,['financial support'],TITLE VIII GRANTS,Article 204  Financial support to third parties ,"Where implementation of an action or a work programme requires the provision of financial support to third parties, the beneficiary may provide such financial support if the conditions for such provision are defined in the grant agreement between the beneficiary and the Commission, with no margin for discretion by the beneficiary. No margin for discretion shall be considered to exist if the grant agreement specifies the following: (a) the maximum amount of financial support that can be paid to a third party which shall not exceed EUR 60 000 and the criteria for determining the exact amount; (b) the different types of activities that may receive such financial support, on the basis of a fixed list; (c) the definition of the persons or categories of persons which may receive such financial support and the criteria for providing it. The threshold referred to in point (a) of the second paragraph may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult. L 193/130"
condition provision,define,in the grant agreement between the beneficiary and the commission with no margin for discretion by the beneficiary,"['grant agreement', 'beneficiary', 'commission', 'margin', 'discretion', 'beneficiary']",TITLE VIII GRANTS,Article 204  Financial support to third parties ,"Where implementation of an action or a work programme requires the provision of financial support to third parties, the beneficiary may provide such financial support if the conditions for such provision are defined in the grant agreement between the beneficiary and the Commission, with no margin for discretion by the beneficiary. No margin for discretion shall be considered to exist if the grant agreement specifies the following: (a) the maximum amount of financial support that can be paid to a third party which shall not exceed EUR 60 000 and the criteria for determining the exact amount; (b) the different types of activities that may receive such financial support, on the basis of a fixed list; (c) the definition of the persons or categories of persons which may receive such financial support and the criteria for providing it. The threshold referred to in point (a) of the second paragraph may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult. L 193/130"
grant agreement,specifie,the following: the maximum amount of financial support that can be paid to a third party which shall not exceed eur 60 000 and the criteria for determining the exact amount the different types of activities that may receive such financial support on the basis of a fixed list the definition of the persons or categories of persons which may receive such financial support and the criteria for providing it,"['follow', 'maximum', 'financial support', 'party', 'eur', 'criterion', 'exact', 'different type', 'activity', 'financial support', 'basis', 'fix list', 'definition', 'person', 'category', 'person', 'financial support', 'criterion']",TITLE VIII GRANTS,Article 204  Financial support to third parties ,"Where implementation of an action or a work programme requires the provision of financial support to third parties, the beneficiary may provide such financial support if the conditions for such provision are defined in the grant agreement between the beneficiary and the Commission, with no margin for discretion by the beneficiary. No margin for discretion shall be considered to exist if the grant agreement specifies the following: (a) the maximum amount of financial support that can be paid to a third party which shall not exceed EUR 60 000 and the criteria for determining the exact amount; (b) the different types of activities that may receive such financial support, on the basis of a fixed list; (c) the definition of the persons or categories of persons which may receive such financial support and the criteria for providing it. The threshold referred to in point (a) of the second paragraph may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult. L 193/130"
threshold,refer,may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult to in point of the second paragraph,"['objective', 'action', 'point', 'second paragraph']",TITLE VIII GRANTS,Article 204  Financial support to third parties ,"Where implementation of an action or a work programme requires the provision of financial support to third parties, the beneficiary may provide such financial support if the conditions for such provision are defined in the grant agreement between the beneficiary and the Commission, with no margin for discretion by the beneficiary. No margin for discretion shall be considered to exist if the grant agreement specifies the following: (a) the maximum amount of financial support that can be paid to a third party which shall not exceed EUR 60 000 and the criteria for determining the exact amount; (b) the different types of activities that may receive such financial support, on the basis of a fixed list; (c) the definition of the persons or categories of persons which may receive such financial support and the criteria for providing it. The threshold referred to in point (a) of the second paragraph may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult. L 193/130"
threshold,exceed,where achieving the objectives of the actions would otherwise be impossible or overly difficult,"['objective', 'action']",TITLE VIII GRANTS,Article 204  Financial support to third parties ,"Where implementation of an action or a work programme requires the provision of financial support to third parties, the beneficiary may provide such financial support if the conditions for such provision are defined in the grant agreement between the beneficiary and the Commission, with no margin for discretion by the beneficiary. No margin for discretion shall be considered to exist if the grant agreement specifies the following: (a) the maximum amount of financial support that can be paid to a third party which shall not exceed EUR 60 000 and the criteria for determining the exact amount; (b) the different types of activities that may receive such financial support, on the basis of a fixed list; (c) the definition of the persons or categories of persons which may receive such financial support and the criteria for providing it. The threshold referred to in point (a) of the second paragraph may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult. L 193/130"
beneficiary,directive,201424eu without prejudice,"['201424eu', 'prejudice']",TITLE VIII GRANTS,Article 205  Implementation contracts ,"Without prejudice to Directive 2014/24/EU and Directive 2014/25/EU of the European Parliament and of the Council ( 1 ), where the implementation of the action or work programme requires the award of a public contract, the beneficiary may award the public contract in accordance with its usual purchasing practices provided that the public contract is awarded to the tender offering best value for money or, as appropriate, to the tender offering the lowest price, while avoiding any conflict of interests. Where implementation of the action or work programme requires the award of a public contract with a value of more than EUR 60 000, the authorising officer responsible may, if duly justified, require the beneficiary to abide by special rules in addition to those referred to in paragraph 1. Those special rules shall be based on rules contained in this Regulation and shall be proportionate to the value of the public contracts concerned, the relative size of the Union contribution in relation to the total cost of the action and the risk. Such special rules shall be included in the grant agreement."
implementation action work programme,require,the award of a public contract where,"['award', 'public contract']",TITLE VIII GRANTS,Article 205  Implementation contracts ,"Without prejudice to Directive 2014/24/EU and Directive 2014/25/EU of the European Parliament and of the Council ( 1 ), where the implementation of the action or work programme requires the award of a public contract, the beneficiary may award the public contract in accordance with its usual purchasing practices provided that the public contract is awarded to the tender offering best value for money or, as appropriate, to the tender offering the lowest price, while avoiding any conflict of interests. Where implementation of the action or work programme requires the award of a public contract with a value of more than EUR 60 000, the authorising officer responsible may, if duly justified, require the beneficiary to abide by special rules in addition to those referred to in paragraph 1. Those special rules shall be based on rules contained in this Regulation and shall be proportionate to the value of the public contracts concerned, the relative size of the Union contribution in relation to the total cost of the action and the risk. Such special rules shall be included in the grant agreement."
beneficiary,award,the public contract in accordance with the beneficiary usual purchasing practices provided that the public contract is awarded to the tender offering best value for money or as appropriate to the tender offering the lowest price while avoiding any conflict of interests,"['public contract', 'accordance', 'beneficiary usual purchasing practice', 'public contract', 'tender offering', 'good value', 'money', 'tender', 'low price', 'conflict', 'interest']",TITLE VIII GRANTS,Article 205  Implementation contracts ,"Without prejudice to Directive 2014/24/EU and Directive 2014/25/EU of the European Parliament and of the Council ( 1 ), where the implementation of the action or work programme requires the award of a public contract, the beneficiary may award the public contract in accordance with its usual purchasing practices provided that the public contract is awarded to the tender offering best value for money or, as appropriate, to the tender offering the lowest price, while avoiding any conflict of interests. Where implementation of the action or work programme requires the award of a public contract with a value of more than EUR 60 000, the authorising officer responsible may, if duly justified, require the beneficiary to abide by special rules in addition to those referred to in paragraph 1. Those special rules shall be based on rules contained in this Regulation and shall be proportionate to the value of the public contracts concerned, the relative size of the Union contribution in relation to the total cost of the action and the risk. Such special rules shall be included in the grant agreement."
public contract,offering,the lowest price,['low price'],TITLE VIII GRANTS,Article 205  Implementation contracts ,"Without prejudice to Directive 2014/24/EU and Directive 2014/25/EU of the European Parliament and of the Council ( 1 ), where the implementation of the action or work programme requires the award of a public contract, the beneficiary may award the public contract in accordance with its usual purchasing practices provided that the public contract is awarded to the tender offering best value for money or, as appropriate, to the tender offering the lowest price, while avoiding any conflict of interests. Where implementation of the action or work programme requires the award of a public contract with a value of more than EUR 60 000, the authorising officer responsible may, if duly justified, require the beneficiary to abide by special rules in addition to those referred to in paragraph 1. Those special rules shall be based on rules contained in this Regulation and shall be proportionate to the value of the public contracts concerned, the relative size of the Union contribution in relation to the total cost of the action and the risk. Such special rules shall be included in the grant agreement."
public contract,avoid,any conflict of interests,"['conflict', 'interest']",TITLE VIII GRANTS,Article 205  Implementation contracts ,"Without prejudice to Directive 2014/24/EU and Directive 2014/25/EU of the European Parliament and of the Council ( 1 ), where the implementation of the action or work programme requires the award of a public contract, the beneficiary may award the public contract in accordance with its usual purchasing practices provided that the public contract is awarded to the tender offering best value for money or, as appropriate, to the tender offering the lowest price, while avoiding any conflict of interests. Where implementation of the action or work programme requires the award of a public contract with a value of more than EUR 60 000, the authorising officer responsible may, if duly justified, require the beneficiary to abide by special rules in addition to those referred to in paragraph 1. Those special rules shall be based on rules contained in this Regulation and shall be proportionate to the value of the public contracts concerned, the relative size of the Union contribution in relation to the total cost of the action and the risk. Such special rules shall be included in the grant agreement."
