Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
observation opinion appear annual report,be,subject to an adversarial procedure,['adversarial procedure'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
union institution,address,each union institution reply to the court of auditors by 15 october,"['union institution', 'court', 'auditor', '15 october']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
reply union institution,send,to the commission at the same time,"['commission', 'time']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
annual report,contain,an assessment of the soundness of financial management,"['assessment', 'soundness', 'financial management']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
annual report,contain,a section for each union institution and for the common provisioning fund,"['section', 'union institution', 'common provisioning fund']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
court auditor,add,any summary report or general observations which it sees fit to make,"['summary report', 'general observation']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
court auditor,transmit,to the authorities responsible for giving discharge and to the other union institutions by 15 november it annual report accompanied by the replies of union institutions,"['authority', 'discharge', 'union institution', '15 november', 'reply', 'union institution']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
court auditor,ensure,publication thereof in the official journal of the european union,"['publication', 'official journal', 'european union']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
court auditor,transmit,to the union institution or the body,"['union institution', 'body']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
court auditor,concern,any observations which are in the body opinion such that the union institution or the body should appear in a special report,"['observation', 'body opinion', 'union institution', 'body', 'special report']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
union institution body,appear,in a special report,['special report'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
observation,be,subject to an adversarial procedure,['adversarial procedure'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
union institution body concern,inform,the court of auditors in general within six weeks of transmission of those observations of any replies it wishes to make in relation to those observations,"['court', 'auditor', 'week', 'transmission', 'observation', 'reply', 'relation', 'observation']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
period,suspend,in duly justified cases in particular,['duly justify case'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
period,be,necessary where during an adversarial procedure,['adversarial procedure'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
union institution body,concern,to obtain feedback from member states in order to finalise member states,"['feedback', 'member state', 'order', 'member state']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
reply union institution body concern,address,the observations of the court of auditors directly and exclusively,"['observation', 'court', 'auditor']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
reply,examine,by the european parliament and by the council after publication of a special report,"['european parliament', 'council', 'publication', 'special report']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
court auditor,ensure,that special reports are drawn up and adopted within an appropriate period of time which shall in general not exceed 13 months,"['special report', 'appropriate period', 'time', '13 month']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
special report,adopt,within an appropriate period of time which shall in general not exceed 13 months,"['appropriate period', 'time', '13 month']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
action,be,where appropriate in conjunction with the commission,"['conjunction', 'commission']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
court auditor,take,all necessary steps,['necessary step'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"The Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in its opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be subject to an adversarial procedure.   The Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. That period shall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the Union institution or body concerned to obtain feedback from Member States in order to finalise its reply. The replies of the Union institution or the body concerned shall directly and exclusively address the observations of the Court of Auditors. Upon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by the European Parliament and by the Council after publication of the report. The Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. The special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without delay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with the Commission, what action is to be taken in response. The Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union institution or body concerned as well as the timeline for the drawing up of the special report are published together with the special report. The opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal of the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution which requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by the Union institutions concerned. CHAPTER 2 Discharge"
