Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
appropriation,be,to be transferred and for those from which the appropriations are to be taken,['appropriation'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 28  General provisions ,"Appropriations shall be earmarked for specific purposes by title and chapter. The chapters shall be further subdivided into articles and items. The Commission and the other Union institutions may transfer appropriations within the budget subject to the specific conditions laid down in Articles 29 to 32. Appropriations may only be transferred to budget lines for which the budget has authorised appropriations or which carry a token entry pro memoria. The limits referred to in Articles 29, 30 and 31 shall be calculated at the time the request for transfer is made and with reference to the appropriations provided in the budget, including amending budgets. The amount to be taken into consideration for the purposes of calculating the limits referred to in Articles 29, 30 and 31 shall be the sum of the transfers to be made on the budget line from which transfers are being made, after adjustment for earlier transfers made. The amount corresponding to the transfers which are carried out autonomously by the Commission, or by any other Union institution concerned without a decision of the European Parliament and of the Council, shall not be taken into consideration. Proposals for transfers and all information for the European Parliament and for the Council concerning transfers made under Articles 29, 30 and 31 shall be accompanied by appropriate and detailed supporting documents showing the most recent information available for the implementation of appropriations and estimates of requirements up to the end of the financial year, both for the budget lines to which the appropriations are to be transferred and for those from which they are to be taken."
transfer,make,from which from one chapter to another without limit,"['chapter', 'limit']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 29  Transfers by Union institutions other than the Commission ,"Any Union institution other than the Commission may, within its own section of the budget, transfer appropri­ations: (a) from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (b) from one chapter to another without limit. Without prejudice to paragraph 4 of this Article, three weeks before making a transfer, as referred to in paragraph 1, the Union institution shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by either the European Parliament or the Council, the procedure laid down in Article 31 shall apply. L 193/40  Any Union institution other than the Commission may propose to the European Parliament and to the Council, within its own section of the budget, transfers from one title to another exceeding the limit referred to in point (a) of paragraph 1 of this Article. Those transfers shall be subject to the procedure laid down in Article 31. Any Union institution other than the Commission may, within its own section of the budget, make transfers within articles without informing the European Parliament and the Council beforehand."
union institution,inform,the european parliament and the council of the union institution intention to do so without prejudice to paragraph 4 of this article three weeks before making a transfer as referred to in paragraph 1,"['european parliament', 'council', 'union institution intention', 'prejudice', 'article', 'transfer', 'paragraph']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 29  Transfers by Union institutions other than the Commission ,"Any Union institution other than the Commission may, within its own section of the budget, transfer appropri­ations: (a) from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (b) from one chapter to another without limit. Without prejudice to paragraph 4 of this Article, three weeks before making a transfer, as referred to in paragraph 1, the Union institution shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by either the European Parliament or the Council, the procedure laid down in Article 31 shall apply. L 193/40  Any Union institution other than the Commission may propose to the European Parliament and to the Council, within its own section of the budget, transfers from one title to another exceeding the limit referred to in point (a) of paragraph 1 of this Article. Those transfers shall be subject to the procedure laid down in Article 31. Any Union institution other than the Commission may, within its own section of the budget, make transfers within articles without informing the European Parliament and the Council beforehand."
duly justify objection,raise,in the event within that period by either the european parliament or the council,"['event', 'period', 'european parliament', 'council']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 29  Transfers by Union institutions other than the Commission ,"Any Union institution other than the Commission may, within its own section of the budget, transfer appropri­ations: (a) from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (b) from one chapter to another without limit. Without prejudice to paragraph 4 of this Article, three weeks before making a transfer, as referred to in paragraph 1, the Union institution shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by either the European Parliament or the Council, the procedure laid down in Article 31 shall apply. L 193/40  Any Union institution other than the Commission may propose to the European Parliament and to the Council, within its own section of the budget, transfers from one title to another exceeding the limit referred to in point (a) of paragraph 1 of this Article. Those transfers shall be subject to the procedure laid down in Article 31. Any Union institution other than the Commission may, within its own section of the budget, make transfers within articles without informing the European Parliament and the Council beforehand."
union institution commission union institution,make,transfers within articles without informing the european parliament and the council beforehand,"['transfer', 'article', 'european parliament', 'council']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 29  Transfers by Union institutions other than the Commission ,"Any Union institution other than the Commission may, within its own section of the budget, transfer appropri­ations: (a) from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (b) from one chapter to another without limit. Without prejudice to paragraph 4 of this Article, three weeks before making a transfer, as referred to in paragraph 1, the Union institution shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by either the European Parliament or the Council, the procedure laid down in Article 31 shall apply. L 193/40  Any Union institution other than the Commission may propose to the European Parliament and to the Council, within its own section of the budget, transfers from one title to another exceeding the limit referred to in point (a) of paragraph 1 of this Article. Those transfers shall be subject to the procedure laid down in Article 31. Any Union institution other than the Commission may, within its own section of the budget, make transfers within articles without informing the European Parliament and the Council beforehand."
transfer,make,to which with regard to operational expenditure transfer appropriations between chapters within the same title up to a maximum of 10  of the appropriations for the financial year shown on the budget line from which the transfer is made with regard to research and technological development appropriations implemented by the jrc within the title of the budget relating to the direct research policy area transfer appropriations between chapters of up to a maximum of 15  of the appropriations on the budget line from which the transfer is made with regard to research and technological development transfer operational appropriations from one title to another,"['regard', 'operational expenditure transfer appropriation', 'chapter', 'title', 'maximum', 'appropriation', 'financial year', 'budget line', 'transfer', 'regard', 'research technological development appropriation', 'jrc', 'title', 'budget', 'direct research policy area transfer appropriation', 'chapter', 'maximum', 'appropriation', 'budget line', 'transfer', 'regard', 'research technological development transfer', 'operational appropriation', 'title']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"The Commission may, within its own section of the budget, autonomously: (a) transfer appropriations within each chapter; (b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year shown on the budget line to which the transfer is made; (c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (d) with regard to research and technological development appropriations implemented by the JRC, within the title of the budget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of 15 % of the appropriations on the budget line from which the transfer is made; (e) with regard to research and technological development, transfer operational appropriations from one title to another, provided that the appropriations are used for the same purpose; (f) with regard to operational expenditure of the funds implemented under shared management, with the exception of the EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the same objective within the meaning of the Regulation establishing the fund concerned or constitute technical assistance expenditure; (g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in Article 212(4). The expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the items referred to in Article 47(4). Where the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take its decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. Three weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the Commission shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by the European Parliament or by the Council, the procedure laid down in Article 31 shall apply. By way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial year, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from one title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. The Commission may, within its own section of the budget, decide on the following transfers of appropriations from one title to another, provided it immediately informs the European Parliament and the Council of its decision: (a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only condition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   (b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December of the financial year, transfer of unused appropriations for that year still available in the titles falling under the heading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis management aid and humanitarian aid operations."
transfer,make,from which with regard to research and technological development appropriations implemented by the jrc within the title of the budget relating to the direct research policy area transfer appropriations between chapters of up to a maximum of 15  of the appropriations on the budget line from which the transfer is made with regard to research and technological development transfer operational appropriations from one title to another,"['regard', 'research technological development appropriation', 'jrc', 'title', 'budget', 'direct research policy area transfer appropriation', 'chapter', 'maximum', 'appropriation', 'budget line', 'transfer', 'regard', 'research technological development transfer', 'operational appropriation', 'title']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"The Commission may, within its own section of the budget, autonomously: (a) transfer appropriations within each chapter; (b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year shown on the budget line to which the transfer is made; (c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (d) with regard to research and technological development appropriations implemented by the JRC, within the title of the budget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of 15 % of the appropriations on the budget line from which the transfer is made; (e) with regard to research and technological development, transfer operational appropriations from one title to another, provided that the appropriations are used for the same purpose; (f) with regard to operational expenditure of the funds implemented under shared management, with the exception of the EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the same objective within the meaning of the Regulation establishing the fund concerned or constitute technical assistance expenditure; (g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in Article 212(4). The expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the items referred to in Article 47(4). Where the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take its decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. Three weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the Commission shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by the European Parliament or by the Council, the procedure laid down in Article 31 shall apply. By way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial year, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from one title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. The Commission may, within its own section of the budget, decide on the following transfers of appropriations from one title to another, provided it immediately informs the European Parliament and the Council of its decision: (a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only condition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   (b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December of the financial year, transfer of unused appropriations for that year still available in the titles falling under the heading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis management aid and humanitarian aid operations."
transfer,make,from which with regard to research and technological development transfer operational appropriations from one title to another,"['regard', 'research technological development transfer', 'operational appropriation', 'title']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"The Commission may, within its own section of the budget, autonomously: (a) transfer appropriations within each chapter; (b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year shown on the budget line to which the transfer is made; (c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (d) with regard to research and technological development appropriations implemented by the JRC, within the title of the budget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of 15 % of the appropriations on the budget line from which the transfer is made; (e) with regard to research and technological development, transfer operational appropriations from one title to another, provided that the appropriations are used for the same purpose; (f) with regard to operational expenditure of the funds implemented under shared management, with the exception of the EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the same objective within the meaning of the Regulation establishing the fund concerned or constitute technical assistance expenditure; (g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in Article 212(4). The expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the items referred to in Article 47(4). Where the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take its decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. Three weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the Commission shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by the European Parliament or by the Council, the procedure laid down in Article 31 shall apply. By way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial year, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from one title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. The Commission may, within its own section of the budget, decide on the following transfers of appropriations from one title to another, provided it immediately informs the European Parliament and the Council of its decision: (a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only condition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   (b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December of the financial year, transfer of unused appropriations for that year still available in the titles falling under the heading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis management aid and humanitarian aid operations."
appropriation,use,for the same purpose with regard to operational expenditure of the funds implemented under shared management with the exception of the eagf transfer appropriations from one title to another,"['purpose', 'regard', 'operational expenditure', 'fund', 'share management', 'exception', 'eagf transfer appropriation', 'title']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"The Commission may, within its own section of the budget, autonomously: (a) transfer appropriations within each chapter; (b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year shown on the budget line to which the transfer is made; (c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (d) with regard to research and technological development appropriations implemented by the JRC, within the title of the budget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of 15 % of the appropriations on the budget line from which the transfer is made; (e) with regard to research and technological development, transfer operational appropriations from one title to another, provided that the appropriations are used for the same purpose; (f) with regard to operational expenditure of the funds implemented under shared management, with the exception of the EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the same objective within the meaning of the Regulation establishing the fund concerned or constitute technical assistance expenditure; (g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in Article 212(4). The expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the items referred to in Article 47(4). Where the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take its decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. Three weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the Commission shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by the European Parliament or by the Council, the procedure laid down in Article 31 shall apply. By way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial year, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from one title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. The Commission may, within its own section of the budget, decide on the following transfers of appropriations from one title to another, provided it immediately informs the European Parliament and the Council of its decision: (a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only condition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   (b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December of the financial year, transfer of unused appropriations for that year still available in the titles falling under the heading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis management aid and humanitarian aid operations."
appropriation concern,be,for the same objective within the meaning of the regulation establishing the fund concerned or constitute technical assistance expenditure transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in article 212(4,"['objective', 'mean', 'regulation', 'fund', 'technical assistance expenditure transfer appropriation', 'budgetary item', 'budgetary guarantee', 'budgetary item', 'budgetary guarantee', 'exceptional case', 'provision resource', 'common provisioning fund', 'guarantee', 'subsequent restoring', 'accordance', 'procedure', 'article']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"The Commission may, within its own section of the budget, autonomously: (a) transfer appropriations within each chapter; (b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year shown on the budget line to which the transfer is made; (c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (d) with regard to research and technological development appropriations implemented by the JRC, within the title of the budget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of 15 % of the appropriations on the budget line from which the transfer is made; (e) with regard to research and technological development, transfer operational appropriations from one title to another, provided that the appropriations are used for the same purpose; (f) with regard to operational expenditure of the funds implemented under shared management, with the exception of the EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the same objective within the meaning of the Regulation establishing the fund concerned or constitute technical assistance expenditure; (g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in Article 212(4). The expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the items referred to in Article 47(4). Where the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take its decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. Three weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the Commission shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by the European Parliament or by the Council, the procedure laid down in Article 31 shall apply. By way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial year, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from one title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. The Commission may, within its own section of the budget, decide on the following transfers of appropriations from one title to another, provided it immediately informs the European Parliament and the Council of its decision: (a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only condition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   (b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December of the financial year, transfer of unused appropriations for that year still available in the titles falling under the heading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis management aid and humanitarian aid operations."
provision resource common provisioning fund,be,insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in article 212(4 when,"['guarantee', 'subsequent restoring', 'accordance', 'procedure', 'article']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"The Commission may, within its own section of the budget, autonomously: (a) transfer appropriations within each chapter; (b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year shown on the budget line to which the transfer is made; (c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (d) with regard to research and technological development appropriations implemented by the JRC, within the title of the budget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of 15 % of the appropriations on the budget line from which the transfer is made; (e) with regard to research and technological development, transfer operational appropriations from one title to another, provided that the appropriations are used for the same purpose; (f) with regard to operational expenditure of the funds implemented under shared management, with the exception of the EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the same objective within the meaning of the Regulation establishing the fund concerned or constitute technical assistance expenditure; (g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in Article 212(4). The expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the items referred to in Article 47(4). Where the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take its decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. Three weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the Commission shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by the European Parliament or by the Council, the procedure laid down in Article 31 shall apply. By way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial year, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from one title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. The Commission may, within its own section of the budget, decide on the following transfers of appropriations from one title to another, provided it immediately informs the European Parliament and the Council of its decision: (a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only condition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   (b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December of the financial year, transfer of unused appropriations for that year still available in the titles falling under the heading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis management aid and humanitarian aid operations."
expenditure,refer,shall cover for each policy area the items referred to in article 47(4 to in point of the first subparagraph of this paragraph,"['policy area', 'item', 'article', 'point', 'subparagraph', 'paragraph']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"The Commission may, within its own section of the budget, autonomously: (a) transfer appropriations within each chapter; (b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year shown on the budget line to which the transfer is made; (c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (d) with regard to research and technological development appropriations implemented by the JRC, within the title of the budget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of 15 % of the appropriations on the budget line from which the transfer is made; (e) with regard to research and technological development, transfer operational appropriations from one title to another, provided that the appropriations are used for the same purpose; (f) with regard to operational expenditure of the funds implemented under shared management, with the exception of the EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the same objective within the meaning of the Regulation establishing the fund concerned or constitute technical assistance expenditure; (g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in Article 212(4). The expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the items referred to in Article 47(4). Where the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take its decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. Three weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the Commission shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by the European Parliament or by the Council, the procedure laid down in Article 31 shall apply. By way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial year, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from one title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. The Commission may, within its own section of the budget, decide on the following transfers of appropriations from one title to another, provided it immediately informs the European Parliament and the Council of its decision: (a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only condition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   (b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December of the financial year, transfer of unused appropriations for that year still available in the titles falling under the heading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis management aid and humanitarian aid operations."
expenditure,cover,for each policy area,['policy area'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"The Commission may, within its own section of the budget, autonomously: (a) transfer appropriations within each chapter; (b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year shown on the budget line to which the transfer is made; (c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a maximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer is made; (d) with regard to research and technological development appropriations implemented by the JRC, within the title of the budget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of 15 % of the appropriations on the budget line from which the transfer is made; (e) with regard to research and technological development, transfer operational appropriations from one title to another, provided that the appropriations are used for the same purpose; (f) with regard to operational expenditure of the funds implemented under shared management, with the exception of the EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the same objective within the meaning of the Regulation establishing the fund concerned or constitute technical assistance expenditure; (g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in Article 212(4). The expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the items referred to in Article 47(4). Where the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take its decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. Three weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the Commission shall inform the European Parliament and the Council of its intention to do so. In the event that duly justified objections are raised within that period by the European Parliament or by the Council, the procedure laid down in Article 31 shall apply. By way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial year, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from one title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the European Parliament and the Council within two weeks after its decision on those transfers. The Commission may, within its own section of the budget, decide on the following transfers of appropriations from one title to another, provided it immediately informs the European Parliament and the Council of its decision: (a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only condition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   (b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December of the financial year, transfer of unused appropriations for that year still available in the titles falling under the heading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis management aid and humanitarian aid operations."
