Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
union institution commission body,send,the union institutions other than the commission and each of the bodies,"['union institution', 'commission', 'body']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
union institution commission body,refer,to in article 241 final accounts to the european parliament to the council to the court of auditors and to the accounting officer of the commission,"['article 241 final account', 'european parliament', 'council', 'court', 'auditor', 'accounting officer', 'commission']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
accounting officer union institution body,refer,to in article 241,['article'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
accounting officer union institution body,send,to the court of auditors with a copy to the accounting officer of the commission at the same date as the transmission of the accounting officer of the commission or,"['court', 'auditor', 'copy', 'accounting officer', 'commission', 'date', 'transmission', 'accounting officer', 'commission']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
final account,accompany,by a note drawn up by the accounting officer of the commission in which the latter declares that their final accounts were prepared in accordance with this title and with the applicable accounting principles rules and methods set out in the notes to the financial statements,"['note', 'accounting officer', 'commission', 'final account', 'accordance', 'title', 'applicable accounting principle rule', 'method', 'note', 'financial statement']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
final account,prepare,in accordance with this title and with the applicable accounting principles rules and methods set out in the notes to the financial statements,"['accordance', 'title', 'applicable accounting principle rule', 'method', 'note', 'financial statement']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
accounting officer commission,draw,the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this article by the union institutions other than the commission and by the bodies referred to in article 241,"['final consolidated account', 'basis', 'information', 'paragraph', 'article', 'union institution', 'commission', 'body', 'article']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
final consolidated account,accompany,by a note drawn up by the accounting officer of the commission in which the latter declares that the final consolidated accounts were prepared in accordance with this title and with the applicable accounting principles rules and methods set out in the notes to the financial statements,"['note', 'accounting officer', 'commission', 'final consolidated account', 'accordance', 'title', 'applicable accounting principle rule', 'method', 'note', 'financial statement']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
final consolidated account,prepare,in accordance with this title and with the applicable accounting principles rules and methods set out in the notes to the financial statements,"['accordance', 'title', 'applicable accounting principle rule', 'method', 'note', 'financial statement']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
financial statement,own,final accounts the commission shall after approving the final consolidated accounts and by 31 july,"['final account', 'commission', 'final consolidated account', '31 july']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
accounting officer commission,transmit,a representation letter covering the final consolidated accounts to the court of auditors by the same date,"['representation letter', 'final consolidated account', 'court', 'auditor', 'date']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
final consolidated account,publish,by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty,"['15 november', 'official journal', 'european union', 'statement', 'assurance', 'court', 'auditor', 'accordance', 'article 287 tfeu', 'euratom treaty']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
final consolidated account,refer,the annual management and performance report providing for a clear and concise summary of the internal control and financial management achievements referred to in the annual activity reports of each authorising officer by delegation and including information on key governance arrangements in the commission by 31 july of the following financial year the commission shall communicate to the european parliament and to the council an integrated set of financial and accountability reports which includes to in article 246,"['annual management performance report', 'clear concise summary', 'internal control financial management achievement', 'annual activity report', 'authorise officer', 'delegation', 'information', 'key governance arrangement', 'commission', '31 july', 'follow financial year', 'commission', 'european parliament', 'council', 'integrate set', 'financial accountability report', 'article']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 247  Integrated financial and accountability reporting ,"By 31 July of the following financial year the Commission shall communicate to the European Parliament and to the Council an integrated set of financial and accountability reports which includes: (a) the final consolidated accounts as referred to in Article 246; (b) the annual management and performance report providing for a clear and concise summary of the internal control and financial management achievements referred to in the annual activity reports of each authorising officer by delegation and including information on key governance arrangements in the Commission as well as: (i) an estimation of the level of error in Union expenditure based on a consistent methodology and an estimate of future corrections; (ii) information on the preventive and corrective actions covering the budget, which shall present the financial impact of the actions taken to protect the budget from expenditure in breach of law; (iii) information on the implementation of the Commission’s anti-fraud strategy; (c) a long-term forecast of future inflows and outflows covering the next five years, based on the applicable multiannual financial frameworks and Decision 2014/335/EU, Euratom; L 193/148  (d) the annual internal audit report as referred to in Article 118(4); (e) the evaluation on the Union’s finances based on the results achieved, as referred to in Article 318 TFEU, assessing in particular the progress towards the achievement of policy objectives taking into account the performance indicators referred to in Article 33 of this Regulation; (f) the report on the follow-up to the discharge as referred to in Article 261(3). The integrated financial and accountability reporting referred to in paragraph 1 shall present each report in a separate and clearly identifiable manner. Each individual report shall be made available to the European Parliament, to the Council and to the Court of Auditors by 30 June, with the exception of the final consolidated accounts. CHAPTER 3 Budgetary and other financial reporting"
performance indicator,refer,the report on the followup to in article 33 of this regulation to the discharge,"['report', 'followup', 'article', 'regulation', 'discharge']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 247  Integrated financial and accountability reporting ,"By 31 July of the following financial year the Commission shall communicate to the European Parliament and to the Council an integrated set of financial and accountability reports which includes: (a) the final consolidated accounts as referred to in Article 246; (b) the annual management and performance report providing for a clear and concise summary of the internal control and financial management achievements referred to in the annual activity reports of each authorising officer by delegation and including information on key governance arrangements in the Commission as well as: (i) an estimation of the level of error in Union expenditure based on a consistent methodology and an estimate of future corrections; (ii) information on the preventive and corrective actions covering the budget, which shall present the financial impact of the actions taken to protect the budget from expenditure in breach of law; (iii) information on the implementation of the Commission’s anti-fraud strategy; (c) a long-term forecast of future inflows and outflows covering the next five years, based on the applicable multiannual financial frameworks and Decision 2014/335/EU, Euratom; L 193/148  (d) the annual internal audit report as referred to in Article 118(4); (e) the evaluation on the Union’s finances based on the results achieved, as referred to in Article 318 TFEU, assessing in particular the progress towards the achievement of policy objectives taking into account the performance indicators referred to in Article 33 of this Regulation; (f) the report on the follow-up to the discharge as referred to in Article 261(3). The integrated financial and accountability reporting referred to in paragraph 1 shall present each report in a separate and clearly identifiable manner. Each individual report shall be made available to the European Parliament, to the Council and to the Court of Auditors by 30 June, with the exception of the final consolidated accounts. CHAPTER 3 Budgetary and other financial reporting"
